orf.name	ORF.type	score.(Agg)	score.(iPSC)	score.(MB1)	score.(Gaertner)	coverage.(Agg)	coverage.(iPSC)	coverage.(MB1)	coverage.(Gaertner)	start.(Agg)	start.(iPSC)	start.(MB1)	start.(Gaertner)	end.(Agg)	end.(iPSC)	end.(MB1)	end.(Gaertner)	comment	match.to.riboseq.call	chrom	chromStart	chromEnd	orf.name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts
all68145	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	104126847	104136860	all68145	0	-	104126847	104136860	0,0,0	2	46,80,	0,9933,
all68146	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	87552208	87552478	all68146	0	+	87552208	87552478	0,0,0	1	270,	0,
all68147	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	5105609	5107503	all68147	0	+	5105609	5107503	0,0,0	2	68,43,	0,1851,
all68148	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	104138048	104139315	all68148	0	+	104138048	104139315	0,0,0	2	117,177,	0,1090,
all68149	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	77019752	77020327	all68149	0	+	77019752	77020327	0,0,0	2	24,54,	0,521,
all68150	Trunc_Truncated_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	32104391	32104472	all68150	0	+	32104391	32104472	0,0,0	1	81,	0,
all68151	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	119575664	119576717	all68151	0	-	119575664	119576717	0,0,0	2	127,107,	0,946,
all68152	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	213353	214350	all68152	0	+	213353	214350	0,0,0	2	65,121,	0,876,
all68153	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	94971439	94994225	all68153	0	-	94971439	94994225	0,0,0	2	181,56,	0,22730,
all68154	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	20457361	20457508	all68154	0	+	20457361	20457508	0,0,0	1	147,	0,
all68155	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	23477278	23478026	all68155	0	+	23477278	23478026	0,0,0	3	78,58,20,	0,224,728,
all68156	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	69380537	69387072	all68156	0	-	69380537	69387072	0,0,0	2	103,110,	0,6425,
all68157	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	2972952	2973057	all68157	0	-	2972952	2973057	0,0,0	1	105,	0,
all68159	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	75293951	75305121	all68159	0	-	75293951	75305121	0,0,0	2	91,98,	0,11072,
all68160	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	7260373	7260469	all68160	0	-	7260373	7260469	0,0,0	1	96,	0,
all68162	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	42570078	42571603	all68162	0	+	42570078	42571603	0,0,0	2	105,57,	0,1468,
all68163	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	81899978	81900065	all68163	0	+	81899978	81900065	0,0,0	1	87,	0,
all68165	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr18	59902693	59902753	all68165	0	+	59902693	59902753	0,0,0	1	60,	0,
all68166	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	45522786	45526177	all68166	0	+	45522786	45526177	0,0,0	7	32,52,37,46,91,58,38,	0,857,1054,1310,1783,3159,3353,
all68168	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	46605835	46609153	all68168	0	+	46605835	46609153	0,0,0	5	22,144,107,136,29,	0,2361,2646,3010,3289,
all68169	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	45609662	45614650	all68169	0	-	45609662	45614650	0,0,0	3	126,131,46,	0,3878,4942,
all68172	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	17278940	17279048	all68172	0	+	17278940	17279048	0,0,0	1	108,	0,
all68173	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	19119929	19120825	all68173	0	-	19119929	19120825	0,0,0	2	254,61,	0,835,
all68176	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr21	37065581	37067325	all68176	0	-	37065581	37067325	0,0,0	2	131,64,	0,1680,
all68177	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	104186501	104189778	all68177	0	+	104186501	104189778	0,0,0	3	120,267,171,	0,1538,3106,
all68179	Trunc_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	101391521	101395748	all68179	0	+	101391521	101395748	0,0,0	4	43,68,123,21,	0,233,3813,4206,
all68180	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	108084973	108085081	all68180	0	-	108084973	108085081	0,0,0	1	108,	0,
all68192	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	27334204	27335466	all68192	0	+	27334204	27335466	0,0,0	2	77,88,	0,1174,
all68195	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	12568339	12572753	all68195	0	-	12568339	12572753	0,0,0	2	85,26,	0,4388,
all68196	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	15784562	15784661	all68196	0	+	15784562	15784661	0,0,0	1	99,	0,
all68197	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	201284916	201286594	all68197	0	+	201284916	201286594	0,0,0	2	401,136,	0,1542,
all68198	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	199961800	199963811	all68198	0	+	199961800	199963811	0,0,0	2	128,79,	0,1932,
all68199	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	240465554	240466290	all68199	0	+	240465554	240466290	0,0,0	2	94,233,	0,503,
all68201	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	224474244	224478226	all68201	0	-	224474244	224478226	0,0,0	2	132,27,	0,3955,
all68202	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	83075307	83075430	all68202	0	+	83075307	83075430	0,0,0	1	123,	0,
all68203	Trunc_Truncated_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	119675148	119677253	all68203	0	-	119675148	119677253	0,0,0	2	85,50,	0,2055,
all68204	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	179586548	179588010	all68204	0	+	179586548	179588010	0,0,0	2	84,81,	0,1381,
all68205	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	115616208	115620608	all68205	0	-	115616208	115620608	0,0,0	2	237,174,	0,4226,
all68207	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	106186539	106186653	all68207	0	-	106186539	106186653	0,0,0	1	114,	0,
all68208	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	127314821	127327136	all68208	0	-	127314821	127327136	0,0,0	2	75,135,	0,12180,
all68209	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	6799223	6800963	all68209	0	-	6799223	6800963	0,0,0	2	56,16,	0,1724,
all68213	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	116251783	116257482	all68213	0	+	116251783	116257482	0,0,0	3	192,159,189,	0,534,5510,
all68214	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	137107357	137108591	all68214	0	+	137107357	137108591	0,0,0	3	90,132,204,	0,173,1030,
all68215	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	122241883	122242000	all68215	0	-	122241883	122242000	0,0,0	1	117,	0,
all68216	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	80516254	80517976	all68216	0	+	80516254	80517976	0,0,0	2	69,72,	0,1650,
all68218	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	47618832	47622715	all68218	0	-	47618832	47622715	0,0,0	2	87,15,	0,3868,
all68220	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	65348912	65351759	all68220	0	+	65348912	65351759	0,0,0	2	19,77,	0,2770,
all68221	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	50112258	50120217	all68221	0	+	50112258	50120217	0,0,0	2	43,182,	0,7777,
all68222	Variant_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	104339162	104348415	all68222	0	+	104339162	104348415	0,0,0	2	111,63,	0,9190,
all68223	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	120579317	120581241	all68223	0	-	120579317	120581241	0,0,0	4	95,84,150,127,	0,196,456,1797,
all68225	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	71922614	71927813	all68225	0	+	71922614	71927813	0,0,0	4	66,93,49,200,	0,673,2154,4999,
all68226	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	74845082	74845217	all68226	0	-	74845082	74845217	0,0,0	1	135,	0,
all68227	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	57458317	57460624	all68227	0	+	57458317	57460624	0,0,0	4	33,156,54,36,	0,1247,1733,2271,
all68228	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	75019704	75021005	all68228	0	+	75019704	75021005	0,0,0	4	55,83,170,85,	0,608,783,1216,
all68229	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	56841740	56844609	all68229	0	+	56841740	56844609	0,0,0	2	93,111,	0,2758,
all68231	Trunc_None_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	75130487	75130583	all68231	0	-	75130487	75130583	0,0,0	1	96,	0,
all68232	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	47120934	47122567	all68232	0	-	47120934	47122567	0,0,0	2	83,124,	0,1509,
all68233	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	21312147	21314230	all68233	0	+	21312147	21314230	0,0,0	3	134,46,84,	0,1344,1999,
all68235	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	82035959	82036302	all68235	0	-	82035959	82036302	0,0,0	2	104,112,	0,231,
all68236	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	48478530	48479210	all68236	0	+	48478530	48479210	0,0,0	2	62,88,	0,592,
all68237	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	1578339	1578477	all68237	0	-	1578339	1578477	0,0,0	1	138,	0,
all68239	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	483960	486436	all68239	0	-	483960	486436	0,0,0	2	116,61,	0,2415,
all68242	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	34928827	34928932	all68242	0	-	34928827	34928932	0,0,0	1	105,	0,
all68243	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr22	30577045	30578986	all68243	0	-	30577045	30578986	0,0,0	2	84,150,	0,1791,
all68259	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	45568945	45569956	all68259	0	+	45568945	45569956	0,0,0	3	54,87,66,	0,197,945,
all68260	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	110019622	110021680	all68260	0	+	110019622	110021680	0,0,0	3	4,121,7,	0,1108,2051,
all68263	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	131125865	131146773	all68263	0	+	131125865	131146773	0,0,0	6	40,103,40,90,109,137,	0,818,4855,7036,14301,20771,
all68267	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	112186791	112186938	all68267	0	+	112186791	112186938	0,0,0	1	147,	0,
all68269	Trunc_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	74720486	74721175	all68269	0	+	74720486	74721175	0,0,0	3	32,105,58,	0,156,631,
all68270	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	39552125	39556514	all68270	0	-	39552125	39556514	0,0,0	2	33,87,	0,4302,
all68271	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	55164119	55164218	all68271	0	+	55164119	55164218	0,0,0	1	99,	0,
all68272	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	181203496	181203622	all68272	0	-	181203496	181203622	0,0,0	1	126,	0,
all68278	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	103340965	103341052	all68278	0	+	103340965	103341052	0,0,0	1	87,	0,
all68282	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	51723606	51724857	all68282	0	-	51723606	51724857	0,0,0	2	43,68,	0,1183,
all68285	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	33379458	33379692	all68285	0	+	33379458	33379692	0,0,0	1	234,	0,
all68287	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	58551648	58552372	all68287	0	-	58551648	58552372	0,0,0	4	128,62,131,114,	0,257,406,610,
all68290	Trunc_3'UTR:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	41346519	41347719	all68290	0	+	41346519	41347719	0,0,0	4	103,154,140,80,	0,339,792,1120,
all68301	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	27843188	27850446	all68301	0	+	27843188	27850446	0,0,0	3	142,65,354,	0,3839,6904,
all68302	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	154992751	154993037	all68302	0	+	154992751	154993037	0,0,0	2	35,136,	0,150,
all68307	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	9406833	9408160	all68307	0	-	9406833	9408160	0,0,0	3	72,150,48,	0,615,1279,
all68308	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	170080643	170081843	all68308	0	+	170080643	170081843	0,0,0	2	41,118,	0,1082,
all68309	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	10149794	10149965	all68309	0	+	10149794	10149965	0,0,0	1	171,	0,
all68310	Trunc_3'UTR:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	162170978	162172879	all68310	0	-	162170978	162172879	0,0,0	2	102,69,	0,1832,
all68312	Trunc_3'UTR:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	184143469	184144943	all68312	0	+	184143469	184144943	0,0,0	4	96,126,111,60,	0,629,1127,1414,
all68313	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	107801264	107805457	all68313	0	+	107801264	107805457	0,0,0	2	17,88,	0,4105,
all68315	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	50117304	50118456	all68315	0	+	50117304	50118456	0,0,0	2	75,126,	0,1026,
all68316	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	241495661	241497648	all68316	0	-	241495661	241497648	0,0,0	3	40,137,33,	0,736,1954,
all68318	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	173163771	173163921	all68318	0	+	173163771	173163921	0,0,0	1	150,	0,
all68319	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	79682013	79685273	all68319	0	+	79682013	79685273	0,0,0	2	48,75,	0,3185,
all68320	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	170893359	170908549	all68320	0	-	170893359	170908549	0,0,0	5	60,132,105,200,7,	0,932,13629,14282,15183,
all68321	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	32598969	32601084	all68321	0	+	32598969	32601084	0,0,0	2	100,80,	0,2035,
all68322	Trunc_Internal:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	34878589	34880345	all68322	0	-	34878589	34880345	0,0,0	3	131,97,57,	0,1377,1699,
all68323	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	143489154	143489226	all68323	0	+	143489154	143489226	0,0,0	1	72,	0,
all68324	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	181203496	181203601	all68324	0	-	181203496	181203601	0,0,0	1	105,	0,
all68325	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	66092795	66092912	all68325	0	+	66092795	66092912	0,0,0	1	117,	0,
all68326	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	130858135	130858240	all68326	0	-	130858135	130858240	0,0,0	1	105,	0,
all68327	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	33014729	33015729	all68327	0	-	33014729	33015729	0,0,0	2	102,60,	0,940,
all68329	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	151076081	151076367	all68329	0	+	151076081	151076367	0,0,0	2	105,81,	0,205,
all68330	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	88206477	88210124	all68330	0	-	88206477	88210124	0,0,0	4	27,59,114,142,	0,2029,2861,3505,
all68331	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	98192977	98194815	all68331	0	-	98192977	98194815	0,0,0	2	113,88,	0,1750,
all68333	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	101038681	101039585	all68333	0	+	101038681	101039585	0,0,0	3	11,48,97,	0,493,807,
all68335	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	6481786	6482221	all68335	0	+	6481786	6482221	0,0,0	2	66,177,	0,258,
all68336	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	18532319	18532451	all68336	0	-	18532319	18532451	0,0,0	1	132,	0,
all68337	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	67506944	67507606	all68337	0	-	67506944	67507606	0,0,0	3	68,133,15,	0,420,647,
all68338	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	133355369	133357244	all68338	0	-	133355369	133357244	0,0,0	5	67,74,99,71,58,	0,368,1270,1573,1817,
all68339	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	55901871	55903409	all68339	0	-	55901871	55903409	0,0,0	2	484,23,	0,1515,
all68342	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	30722508	30735609	all68342	0	+	30722508	30735609	0,0,0	3	51,69,24,	0,12281,13077,
all68345	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	128794195	128799382	all68345	0	-	128794195	128799382	0,0,0	2	161,124,	0,5063,
all68346	Trunc_Internal:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	31091133	31093402	all68346	0	-	31091133	31093402	0,0,0	2	209,91,	0,2178,
all68349	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	69356897	69357017	all68349	0	-	69356897	69357017	0,0,0	1	120,	0,
all68350	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr18	12030359	12030458	all68350	0	+	12030359	12030458	0,0,0	1	99,	0,
all68352	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	2271461	2273108	all68352	0	+	2271461	2273108	0,0,0	4	69,173,86,137,	0,320,1273,1510,
all68353	Trunc_None_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	1578339	1578486	all68353	0	-	1578339	1578486	0,0,0	1	147,	0,
all68354	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	34421645	34426120	all68354	0	+	34421645	34426120	0,0,0	2	22,131,	0,4344,
all68355	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	62291704	62293887	all68355	0	+	62291704	62293887	0,0,0	2	89,103,	0,2080,
all68358	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	4676563	4682805	all68358	0	-	4676563	4682805	0,0,0	3	93,112,110,	0,3271,6132,
all68392	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	245087276	245087360	all68392	0	+	245087276	245087360	0,0,0	1	84,	0,
all68393	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	100022428	100022476	all68393	0	+	100022428	100022476	0,0,0	1	48,	0,
all68394	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	1752903	1753005	all68394	0	-	1752903	1753005	0,0,0	1	102,	0,
all68396	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	63446806	63454937	all68396	0	-	63446806	63454937	0,0,0	4	50,57,94,48,	0,7111,7573,8083,
all68397	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	201163877	201163973	all68397	0	+	201163877	201163973	0,0,0	1	96,	0,
all68398	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	241495661	241496501	all68398	0	-	241495661	241496501	0,0,0	2	40,104,	0,736,
